did,r_type,r_name,r_character,myroom_move,r_rarity,t_normal_shout1,t_normal_shout2,t_good_shout1,t_good_shout2,t_best_shout1,t_best_shout2,t_normal_phrase1,t_normal_phrase2,t_normal_phrase3,t_good_phrase1,t_good_phrase2,t_good_phrase3,t_best_phrase1,t_best_phrase2,t_best_phrase3,t_lobby_touch1,t_lobby_touch2,t_lobby_touch3,t_lobby_touch4,t_forest_heart,t_party_in,t_party_out,t_lobby_induce,t_lobby_present,t_lobby_end,t_dragon_appear,lactea_sorrow,lactea_bye,lactea_farewell,mail_message,party_in_induce
120095,taildragon,어둠 테일드래곤,무개성,fly_normal,rare,실력발휘 좀 해볼까?,내 꼬리가 몇 개라고?,"혼돈, 파괴, 망각!",정신 똑바로 차려!,실망하긴 이르지.,내가 지원하지!,내 꼬리가 몇 개라고?,꼬리로 맞아본 적 있어?,모두가 순리대로,"보기보다 똑똑하고, 생각보다 쓸만하군.",앞으로도 잘해 보자고.,뭐가 어찌될 지는 아무도 모르지만…,"이런, 상상 그 이상이야!",너 정도의 테이머를 만나다니.,이건 정말 대단한 경험이야.,무슨 용건이지?,날씨 같은 건 관심 없어.,날 찾는 사람들이 좀 많아서 말이야..,이래뵈도 인기는 좀 있거든.,그냥 가져. 감사할 필요는 없고.,날 다룰 수 있을까?,"훗, 역시나..",여기! 이리 온…,그냥 가져. 감사할 필요는 없고.,이걸 어쩌지? 남아도는 건 내 꼬리 뿐이데… 호호호!,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,날 데려가면 좋은 일이 있을거야
120111,fairydragon,땅 페어리드래곤,냉철하고 지혜,object_water,hero,날 따라해봐요!,삐치지 마요!,놀이 시간!,예쁘게 뿌려줄까나?,이건 장난이 아닌데?,"가자, 말썽쟁이 동지들아!",장난은 장난으로 끝내야지!,너무 심한 장난을 치면…,자꾸 따라하고 싶잖아!,자꾸 장난치면 싫어?,내 장난이 좀 심하긴 하지만…,악의가 있거나 한 건 아닌데…,"헤헤, 정말 괜찮은 거지?",이제껏 내 장난을 모두 받아준 건 너밖에 없었어.,정말 고마워! 완전 좋아!,오늘은 무슨 장난을 쳐볼까?,장난 치기 딱 좋은 날씨!,"에이, 설마 제가 그러겠어요?",이제는 안 통하려나? 후훗!,가끔은 진심으로 대해야죠. 후훗!,신나는 놀이시간!,헤에? 벌써 끝난 거야?,"장난 아니라, 진짜 줄 게 있는데...",가끔은 진심으로 대해야죠. 후훗!,다음은… 상상에 맡길 게요.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,내가 활약할 차례야!
120112,fairydragon,물 페어리드래곤,냉철하고 지혜,object_water,hero,날 따라해봐요!,삐치지 마요!,놀아볼까나?,예쁘게 뿌려줄까나?,이건 장난이 아닌데?,"가자, 말썽쟁이 동지들아!",장난은 장난으로 끝내야지!,너무 심한 장난을 치면…,나도 따라하고 싶잖아!,자꾸 장난치면 싫어?,내 장난이 좀 심하긴 하지만…,악의가 있거나 한 건 아닌데…,"헤헤, 정말 괜찮은 거지?",이제껏 내 장난을 모두 받아준 건 너밖에 없었어.,정말 고마워! 완전 좋아!,오늘은 무슨 장난을 쳐볼까?,장난치기 딱 좋은 날씨!,"에이, 설마 제가 그러겠어요?",이제는 안 통하려나? 후훗!,가끔은 진심으로 대해야죠. 후훗!,신나는 놀이시간!,헤에? 벌써 끝난 거야?,"장난 아니라, 진짜 줄 게 있는데...",가끔은 진심으로 대해야죠. 후훗!,다음은… 상상에 맡길 게요.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,나도 싸울 수 있어!
120113,fairydragon,불 페어리드래곤,냉철하고 지혜,object_water,hero,날 따라해봐요!,삐치지 마요!,놀아볼까나?,예쁘게 뿌려줄까나?,이건 장난이 아닌데?,"가자, 말썽쟁이 동지들아!",장난은 장난으로 끝내야지!,너무 심한 장난을 치면…,나도 따라하고 싶잖아!,자꾸 장난치면 싫어?,내 장난이 좀 심하긴 하지만…,악의가 있거나 한 건 아닌데…,"헤헤, 정말 괜찮은 거지?",이제껏 내 장난을 모두 받아준 건 너밖에 없었어.,정말 고마워! 완전 좋아!,오늘은 무슨 장난을 쳐볼까?,장난치기 딱 좋은 날씨!,"에이, 설마 제가 그러겠어요?",이제는 안 통하려나? 후훗!,가끔은 진심으로 대해야죠. 후훗!,신나는 놀이시간!,헤에? 벌써 끝난 거야?,"장난 아니라, 진짜 줄 게 있는데...",가끔은 진심으로 대해야죠. 후훗!,다음은… 상상에 맡길 게요.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,발톱이 근질근질한데?
120114,fairydragon,빛 페어리드래곤,냉철하고 지혜,object_water,hero,날 따라해봐요!,삐치지 마요!,놀아볼까나?,예쁘게 뿌려줄까나?,이건 장난이 아닌데?,"가자, 말썽쟁이 동지들아!",장난은 장난으로 끝내야지!,너무 심한 장난을 치면…,나도 따라하고 싶잖아!,자꾸 장난치면 싫어?,내 장난이 좀 심하긴 하지만…,악의가 있거나 한 건 아닌데…,"헤헤, 정말 괜찮은 거지?",이제껏 내 장난을 모두 받아준 건 너밖에 없었어.,정말 고마워! 완전 좋아!,오늘은 무슨 장난을 쳐볼까?,장난치기 딱 좋은 날씨!,"에이, 설마 제가 그러겠어요?",이제는 안 통하려나? 후훗!,가끔은 진심으로 대해야죠. 후훗!,신나는 놀이시간!,헤에? 벌써 끝난 거야?,"장난 아니라, 진짜 줄 게 있는데...",가끔은 진심으로 대해야죠. 후훗!,다음은… 상상에 맡길 게요.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,날 데려가면 좋은 일이 있을거야
120115,fairydragon,어둠 페어리드래곤,냉철하고 지혜,object_water,hero,날 따라해봐요!,삐치지 마요,놀아볼까나?,예쁘게 뿌려줄까나?,이건 장난이 아닌데?,"가자, 말썽쟁이 동지들아!",장난은 장난으로 끝내야지!,너무 심한 장난을 치면…,나도 따라하고 싶잖아!,자꾸 장난치면 싫어?,내 장난이 좀 심하긴 하지만…,악의가 있거나 한 건 아닌데…,"헤헤, 정말 괜찮은 거지?",이제껏 내 장난을 모두 받아준 건 너밖에 없었어.,정말 고마워! 완전 좋아!,오늘은 무슨 장난을 쳐볼까?,장난치기 딱 좋은 날씨!,"에이, 설마 제가 그러겠어요?",이제는 안 통하려나? 후훗!,가끔은 진심으로 대해야죠. 후훗!,신나는 놀이시간!,헤에? 벌써 끝난 거야?,"장난 아니라, 진짜 줄 게 있는데...",가끔은 진심으로 대해야죠. 후훗!,다음은… 상상에 맡길 게요.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,내가 활약할 차례야!
120122,psykerdragon,물 사이커드래곤,쾌활함,object_box,hero,대해의 고동을 느껴라!,그래봤자 피래미들이지!.,덮쳐버린다!,비켜! 다치면 책임 못져!,쓸어버린다!,바다가 나를 부른다!,바다에서 거친 놈만 살아남지!,"두 발로 걸어다니는 꼬마, 너에게 바다에 맞설 힘이 있을까?",육지는 재미없는 곳이군.,파도 앞에 서있기만 해서는 쓸려갈 뿐이지.,용감하게 파도에 맞서라.,그 곳에 길이 보일 테니…,"흠, 대단하군. 네겐 감탄할 수 밖에 없구나.",태어나서 이런 감동적인 파도는 처음이야.,이 사이커가 널 인정했다. 두 발 달린 친구!,어호이!,"하늘도, 파도도 잠잠하군.",오랜만에 낚시나 가볼까?,낚시가 별건가? 그냥 입만 벌리고 있으면 되는 거지.,마음에 들어하니 다행이군.,파도가 나가신다!,뭐야? 낚시였어?,쓸만한 걸 좀 챙겨왔는데…,마음에 들어하니 다행이군.,어차피 또 받게 될 거야.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,나도 싸울 수 있어!
120123,psykerdragon,불 사이커드래곤,쾌활함,object_box,hero,대해의 고동을 느껴라!,그래봤자 피래미들이지!.,덮쳐버린다!,비켜! 다치면 책임 못져!,쓸어버린다!,바다가 나를 부른다!,바다에서 거친 놈만 살아남지!,"두 발로 걸어다니는 꼬마, 너에게 바다에 맞설 힘이 있을까?",육지는 재미없는 곳이군.,파도 앞에 서있기만 해서는 쓸려갈 뿐이지.,용감하게 파도에 맞서라.,그 곳에 길이 보일 테니…,"흠, 대단하군. 네겐 감탄할 수 밖에 없구나.",태어나서 이런 감동적인 파도는 처음이야.,이 사이커가 널 인정했다. 두 발 달린 친구!,어호이!,"하늘도, 바다도 잠잠하군.",오랜만에 낚시나 가볼까?,낚시가 별건가? 그냥 입만 벌리고 있으면 되는 거지.,마음에 들어하니 다행이군.,파도가 나가신다!,뭐야? 낚시였어?,쓸만한 걸 좀 챙겨왔는데…,마음에 들어하니 다행이군.,어차피 또 받게 될 거야.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,발톱이 근질근질한데?
120124,psykerdragon,빛 사이커드래곤,쾌활함,object_box,hero,대해의 고동을 느껴라!,그래봤자 피래미들이지!.,덮쳐버린다!,비켜! 다치면 책임 못져!,쓸어버린다!,바다가 나를 부른다!,바다에서 거친 놈만 살아남지!,"두 발로 걸어다니는 꼬마, 너에게 바다에 맞설 힘이 있을까?",육지는 재미없는 곳이군.,파도 앞에 서있기만 해서는 쓸려갈 뿐이지.,용감하게 파도에 맞서라.,그 곳에 길이 보일 테니…,"흠, 대단하군. 네겐 감탄할 수 밖에 없구나.",태어나서 이런 감동적인 파도는 처음이야.,이 사이커가 널 인정했다. 두 발 달린 친구!,어호이!,"하늘도, 바다도 잠잠하군.",오랜만에 낚시나 가볼까?,낚시가 별건가? 그냥 입만 벌리고 있으면 되는 거지.,마음에 들어하니 다행이군.,파도가 나가신다!,뭐야? 낚시였어?,쓸만한 걸 좀 챙겨왔는데…,마음에 들어하니 다행이군.,어차피 또 받게 될 거야.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,날 데려가면 좋은 일이 있을거야
120125,psykerdragon,어둠 사이커드래곤,쾌활함,object_box,hero,대해의 고동을 느껴라!,그래봤자 피래미들이지!.,덮쳐버린다!,비켜! 다치면 책임 못져!,쓸어버린다!,바다가 나를 부른다!,바다에서 거친 놈만 살아남지!,"두 발로 걸어다니는 꼬마, 너에게 바다에 맞설 힘이 있을까?",육지는 재미없는 곳이군.,파도 앞에 서있기만 해서는 쓸려갈 뿐이지.,용감하게 파도에 맞서라.,그 곳에 길이 보일 테니…,"흠, 대단하군. 네겐 감탄할 수 밖에 없구나.",태어나서 이런 감동적인 파도는 처음이야.,이 사이커가 널 인정했다. 두 발 달린 친구!,어호이!,"하늘도, 바다도 잠잠하군.",오랜만에 낚시나 가볼까?,낚시가 별건가? 그냥 입만 벌리고 있으면 되는 거지.,마음에 들어하니 다행이군.,파도가 나가신다!,뭐야? 낚시였어?,쓸만한 걸 좀 챙겨왔는데…,마음에 들어하니 다행이군.,어차피 또 받게 될 거야.,,그런 생각이로군,헤어질 시간이다,그동안 정말 즐거웠어,챙겨줘서 고마워!,내가 활약할 차례야!
120141,purplelipsdragon,땅 퍼플립스드래곤,다정함,fly_normal,common,느껴보라고요!,팅키 윙키!,받아보라고요!,내 보석이 그렇게 탐나나요?,버텨보라고요!,여기 좀 보라고요!,사람 많은 곳은 힘들어요.,수렵꾼들은 싫어요.,왜 다들 날 노리는 거죠?,별종 취급하지는 말아요.,나도 충분히 싸울 수 있어요.,내게도 드래곤의 긍지라는 게 있으니까,당신은 내게 보석 같은 존재에요.,당신이 나를 진짜 드래곤으로 만들었어요.,고마워요. 긍지를 가질 수 있게 해줘서.,제 얼굴에 뭐라도 묻었나요?,"반짝반짝, 눈부신 날이네요.",이젠 별 것 아닌 일상에 감사하게 됐어요.,동족들이 대부분 사라지니까...,받아보라니까 진짜 받네요.,한번 믿어보라고요!,보라는 능력은 안 보고!,이거 좀 받아보라구요!,받아보라니까 진짜 받네요.,나중에 다시 물어보라니까요.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,발톱이 근질근질한데?
120142,purplelipsdragon,물 퍼플립스드래곤,다정함,fly_normal,common,느껴보라고요!,팅키 윙키!,받아보라고요!,내 보석이 그렇게 탐나나요?,버텨보라고요!,여기 좀 보라고요!,사람 많은 곳은 힘들어요.,수렵꾼들은 싫어요.,왜 다들 날 노리는 거죠?,별종 취급하지는 말아요.,나도 충분히 싸울 수 있어요.,내게도 드래곤의 긍지라는 게 있으니까,당신은 내게 보석 같은 존재에요.,당신이 나를 진짜 드래곤으로 만들었어요.,고마워요. 긍지를 가질 수 있게 해줘서.,제 얼굴에 뭐라도 묻었나요?,"반짝반짝, 눈부신 날이네요.",이젠 별 것 아닌 일상에 감사하게 됐어요.,동족들이 대부분 사라지니까...,받아보라니까 진짜 받네요.,한번 믿어보라고요!,보라는 능력은 안 보고!,이거 좀 받아보라구요!,받아보라니까 진짜 받네요.,나중에 다시 물어보라니까요.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,발톱이 근질근질한데?
120143,purplelipsdragon,불 퍼플립스드래곤,다정함,fly_normal,common,느껴보라고요!,팅키 윙키!,받아보라고요!,내 보석이 그렇게 탐나나요?,버텨보라고요!,여기 좀 보라고요!,사람 많은 곳은 힘들어요.,수렵꾼들은 싫어요.,왜 다들 날 노리는 거죠?,별종 취급하지는 말아요.,나도 충분히 싸울 수 있어요.,내게도 드래곤의 긍지라는 게 있으니까,당신은 내게 보석 같은 존재에요.,당신이 나를 진짜 드래곤으로 만들었어요.,고마워요. 긍지를 가질 수 있게 해줘서.,제 얼굴에 뭐라도 묻었나요?,"반짝반짝, 눈부신 날이네요.",이젠 별 것 아닌 일상에 감사하게 됐어요.,동족들이 대부분 사라지니까...,받아보라니까 진짜 받네요.,한번 믿어보라고요!,보라는 능력은 안 보고!,이거 좀 받아보라구요!,받아보라니까 진짜 받네요.,나중에 다시 물어보라니까요.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,발톱이 근질근질한데?
120144,purplelipsdragon,빛 퍼플립스드래곤,다정함,fly_normal,common,느껴보라고요!,팅키 윙키!,받아보라고요!,내 보석이 그렇게 탐나나요?,버텨보라고요!,여기 좀 보라고요!,사람 많은 곳은 힘들어요.,수렵꾼들은 싫어요.,왜 다들 날 노리는 거죠?,별종 취급하지는 말아요.,나도 충분히 싸울 수 있어요.,내게도 드래곤의 긍지라는 게 있으니까,당신은 내게 보석 같은 존재에요.,당신이 나를 진짜 드래곤으로 만들었어요.,고마워요. 긍지를 가질 수 있게 해줘서.,제 얼굴에 뭐라도 묻었나요?,"반짝반짝, 눈부신 날이네요.",이젠 별 것 아닌 일상에 감사하게 됐어요.,동족들이 대부분 사라지니까...,받아보라니까 진짜 받네요.,한번 믿어보라고요!,보라는 능력은 안 보고!,이거 좀 받아보라구요!,받아보라니까 진짜 받네요.,나중에 다시 물어보라니까요.,,앗! 나를 보내려고?,이제 돌아갈 시간이네,넌 정말 훌륭한 테이머 였어,챙겨줘서 고마워!,발톱이 근질근질한데?
120145,purplelipsdragon,어둠 퍼플립스드래곤,다정함,fly_normal,common,느껴보라고요!,팅키 윙키!,받아보라고요!,내 보석이 그렇게 탐나나요?,버텨보라고요!,여기 좀 보라고요!,사람 많은 곳은 힘들어요.,수렵꾼들은 싫어요.,왜 다들 날 노리는 거죠?,별종 취급하지는 말아요.,나도 충분히 싸울 수 있어요.,내게도 드래곤의 긍지라는 게 있으니까,당신은 내게 보석 같은 존재에요.,당신이 나를 진짜 드래곤으로 만들었어요.,고마워요. 긍지를 가질 수 있게 해줘서.,제 얼굴에 뭐라도 묻었나요?,"반짝반짝, 눈부신 날이네요.",이젠 별 것 아닌 일상에 감사하게 됐어요.,동족들이 대부분 사라지니까...,받아보라니까 진짜 받네요.,한번 믿어보라고요!,보라는 능력은 안 보고!,이거 좀 받아보라구요!,받아보라니까 진짜 받네요.,나중에 다시 물어보라니까요.,,어? 정말이야?,그럼 가볼게,함께했던 시간 오래도록 기억할게,챙겨줘서 고마워!,나도 싸울 수 있어!
120151,mutanteggdragon,땅 변종 에그드래곤,다정함,fly_normal,rare,알까기!,알쏭달쏭!,알박기!,난생처음 보냐!,알로 보냐?,알만한 것들이!,뭐야? 그 불쾌한 시선은?,알이 아니다! 드래곤이다.,"드래곤에그가 아니라, 에그드래곤!",요즘 수고가 많다.,좀 더 열심히 해보라고.,나님은 관대하니까.,발전하는 모습을 보니 뿌듯하군.,모두 나님의 지도 덕분이지.,계속 내 곁에 있어라.,나님에게 보고할 게 있나?,오늘 하루도 알차게!,온천에 몸을 푹 담그고 싶네.,설마 너도 알 같은 걸 먹는 건 아니겠지?,나님이 주는 알찬 선물.,알박기 성공!,알로 보냐!,"어이, 이거 좀 봐.",나님이 주는 알찬 선물.,알만한 사람이 왜 이래?,,어? 정말이야?,그럼 가볼게,함께했던 시간 오래도록 기억할게,챙겨줘서 고마워!,발톱이 근질근질한데?
